,index,token_idx,token
18093,1631,18,lâu
18094,1631,19,mới
18095,1631,20,nhận
18096,1631,21,được
18097,1631,22,.
18098,1632,0,Còn
18099,1632,1,kiểu dáng
18100,1632,2,","
18101,1632,3,camera
18102,1632,4,","
18103,1632,5,tốc độ
18104,1632,6,thì
18105,1632,7,Ok
18106,1632,8,.
18107,1633,0,Đề nghị
18108,1633,1,samsung
18109,1633,2,xem lại
18110,1633,3,!
18111,1634,0,Sản phẩm
18112,1634,1,rất
18113,1634,2,tốt
18114,1634,3,.
18115,1635,0,Chơi
18116,1635,1,game
18117,1635,2,rất
18118,1635,3,tốt
18119,1635,4,.
18120,1636,0,pin
18121,1636,1,trâu
18122,1636,2,.
18123,1637,0,mỗi tội
18124,1637,1,ứng dụng
18125,1637,2,của
18126,1637,3,máy
18127,1637,4,dính
18128,1637,5,quảng cáo
18129,1637,6,quá
18130,1637,7,nhiều
18131,1637,8,.
18132,1638,0,trong
18133,1638,1,phần
18134,1638,2,cài đặt
18135,1638,3,cũng
18136,1638,4,có
18137,1638,5,quảng cáo
18138,1638,6,của
18139,1638,7,gg
18140,1638,8,chèn
18141,1638,9,vào
18142,1638,10,.
18143,1639,0,Sai lầm
18144,1639,1,khi
18145,1639,2,mua
18146,1639,3,đt
18147,1639,4,này
18148,1639,5,ghê
18149,1639,6,ă
18150,1639,7,.
18151,1640,0,Nghe
18152,1640,1,nv
18153,1640,2,tư vấn
18154,1640,3,xoq
18155,1640,4,mua
18156,1640,5,lun
18157,1640,6,về
18158,1640,7,xem lại
18159,1640,8,cấu hình
18160,1640,9,mới
18161,1640,10,thấy
18162,1640,11,chán
18163,1640,12,.
18164,1641,0,Tầm
18165,1641,1,giá
18166,1641,2,này
18167,1641,3,mà
18168,1641,4,màn hình
18169,1641,5,chỉ
18170,1641,6,mức
18171,1641,7,HD
18172,1641,8,+
18173,1641,9,.
18174,1642,0,sử
18175,1642,1,sụng
18176,1642,2,chip
18177,1642,3,rất
18178,1642,4,yếu
18179,1642,5,chơi
18180,1642,6,game
18181,1642,7,thì
18182,1642,8,giật
18183,1642,9,liên tục
18184,1642,10,.
18185,1643,0,mình
18186,1643,1,mới
18187,1643,2,mua
18188,1643,3,chiếc
18189,1643,4,điện
18190,1643,5,3
18191,1643,6,GB
18192,1643,7,chiếc
18193,1643,8,màu
18194,1643,9,tím
18195,1643,10,.
18196,1644,0,Với
18197,1644,1,mức
18198,1644,2,giá như
18199,1644,3,thế này
18200,1644,4,thì
18201,1644,5,các
18202,1644,6,bạn
18203,1644,7,nên
18204,1644,8,mua
18205,1644,9,một
18206,1644,10,chiếc
18207,1644,11,cho
18208,1644,12,bản thân
18209,1644,13,.
18210,1645,0,Chơi
18211,1645,1,game
18212,1645,2,mượt
18213,1645,3,","
18214,1645,4,loa
18215,1645,5,tốt
18216,1645,6,","
18217,1645,7,wifi
18218,1645,8,ổn
18219,1645,9,","
18220,1645,10,các
18221,1645,11,tác vụ
18222,1645,12,bình thường
18223,1645,13,thì
18224,1645,14,ok
18225,1646,0,Thiết kế
18226,1646,1,đẹp
18227,1646,2,So
18228,1646,3,với
18229,1646,4,giá thành
18230,1646,5,thì
18231,1646,6,chất lượng
18232,1646,7,cực
18233,1646,8,ổn
18234,1646,9,Mình
18235,1646,10,đi
18236,1646,11,du lịch
18237,1646,12,cầm
18238,1646,13,con
18239,1646,14,này
18240,1646,15,theo
18241,1646,16,selfie
18242,1646,17,rất
18243,1646,18,ưng ý
18244,1646,19,.
18245,1647,0,Sao
18246,1647,1,mình
18247,1647,2,sài
18248,1647,3,đc
18249,1647,4,1
18250,1647,5,tháng
18251,1647,6,thì
18252,1647,7,bị
18253,1647,8,hư
18254,1647,9,lỗ
18255,1647,10,cắm
18256,1647,11,tai
18257,1647,12,nghe
18258,1647,13,và
18259,1647,14,khi
18260,1647,15,gọi
18261,1647,16,cho
18262,1647,17,người
18263,1647,18,khác
18264,1647,19,thì
18265,1647,20,màn hình
18266,1647,21,bị
18267,1647,22,tắt
18268,1648,0,Mua
18269,1648,1,máy
18270,1648,2,dc
18271,1648,3,1
18272,1648,4,tuần
18273,1648,5,.
18274,1649,0,Đối với
18275,1649,1,6
18276,1649,2,triệu
18277,1649,3,thì
18278,1649,4,máy
18279,1649,5,quá
18280,1649,6,ok
18281,1649,7,.
18282,1650,0,Mọi
18283,1650,1,thứ
18284,1650,2,đều
18285,1650,3,hoạt động
18286,1650,4,mượt mà
18287,1650,5,.
18288,1651,0,Đặc biệt
18289,1651,1,pin
18290,1651,2,trâu
18291,1651,3,.
18292,1652,0,Xài
18293,1652,1,2
18294,1652,2,ngày
18295,1652,3,mới
18296,1652,4,cần
18297,1652,5,sạc
18298,1652,6,pin
18299,1652,7,lại
18300,1652,8,.
18301,1653,0,Mình
18302,1653,1,dùng
18303,1653,2,toàn
18304,1653,3,3G
18305,1653,4,","
18306,1653,5,k
18307,1653,6,dùng
18308,1653,7,wifi
18309,1653,8,","
18310,1653,9,ít
18311,1653,10,chơi
18312,1653,11,game
18313,1653,12,","
18314,1653,13,chỉ
18315,1653,14,Facebook
18316,1653,15,","
18317,1653,16,zalo
18318,1653,17,","
18319,1653,18,Youtube
18320,1653,19,","
18321,1653,20,thỉnh thoảng
18322,1653,21,có
18323,1653,22,xem
18324,1653,23,phim
18325,1653,24,mà
18326,1653,25,đến
18327,1653,26,tối
18328,1653,27,muốn
18329,1653,28,cho
18330,1653,29,hết
18331,1653,30,pin
18332,1653,31,để
18333,1653,32,sạc
18334,1653,33,mà
18335,1653,34,k
18336,1653,35,hết
18337,1653,36,dc
18338,1653,37,.
18339,1654,0,Xứng đáng
18340,1654,1,số
18341,1654,2,tiền
18342,1654,3,bỏ
18343,1654,4,ra
18344,1654,5,.
18345,1655,0,Điện thoại
18346,1655,1,khi
18347,1655,2,tin
18348,1655,3,nhắn
18349,1655,4,tới
18350,1655,5,lâu lâu
18351,1655,6,sẽ
18352,1655,7,nghe
18353,1655,8,nó
18354,1655,9,bị
18355,1655,10,rè
18356,1655,11,rè
18357,1655,12,","
18358,1655,13,âm
18359,1655,14,thâm
18360,1655,15,tin
18361,1655,16,nhắn
18362,1655,17,như
18363,1655,18,bị
18364,1655,19,đè nén
18365,1655,20,đi
18366,1656,0,Ứng dụng
18367,1656,1,văn phòng
18368,1656,2,rất
18369,1656,3,chán
18370,1656,4,đặc biệt
18371,1656,5,ng
18372,1656,6,sử
18373,1656,7,dunbj
18374,1656,8,email
18375,1656,9,làm việc
18376,1656,10,như
18377,1656,11,mình
18378,1656,12,Còn
18379,1656,13,chơi
18380,1656,14,game
18381,1656,15,vs
18382,1656,16,lướt
18383,1656,17,web
18384,1656,18,thì
18385,1656,19,chấp nhận
18386,1656,20,đc
18387,1656,21,Pin
18388,1656,22,khoẻ
18389,1657,0,Khá
18390,1657,1,ok
18391,1657,2,ngon
18392,1657,3,về
18393,1657,4,mọi
18394,1657,5,thứ
18395,1657,6,màn
18396,1657,7,mượt
18397,1657,8,pin
18398,1657,9,khoẻ
18399,1657,10,sạc
18400,1657,11,maxx
18401,1657,12,sướng
18402,1657,13,cảm giác
18403,1657,14,phê
18404,1657,15,lòi
18405,1657,16,.....
18406,1657,17,hơn
18407,1657,18,hẳn
18408,1657,19,SS
18409,1657,20,về
18410,1657,21,mọi
18411,1657,22,mặt
18412,1657,23,hehe
18413,1658,0,Hên
18414,1658,1,ghê
18415,1658,2,.
18416,1659,0,Lúc
18417,1659,1,mua
18418,1659,2,em
18419,1659,3,này
18420,1659,4,được
18421,1659,5,giảm
18422,1659,6,700k
18423,1659,7,giá
18424,1659,8,ưu đãi
18425,1659,9,2tr990
18426,1659,10,.
18427,1660,0,Mua
18428,1660,1,2
18429,1660,2,ốp
18430,1660,3,lưng
18431,1660,4,giá
18432,1660,5,90
18433,1660,6,k
18434,1660,7,+
18435,1660,8,thêm
18436,1660,9,khách hàng
18437,1660,10,thân thiết
18438,1660,11,giảm
18439,1660,12,thêm
18440,1660,13,150k
18441,1660,14,nữa
18442,1660,15,nên
18443,1660,16,tậu
18444,1660,17,luôn
18445,1660,18,cái
18446,1660,19,tai
18447,1660,20,phone
18448,1660,21,.
18449,1661,0,Nói
18450,1661,1,gì
18451,1661,2,nói
18452,1661,3,chứ
18453,1661,4,thấy
18454,1661,5,máy
18455,1661,6,chạy
18456,1661,7,mượt mà
18457,1661,8,sao
18458,1661,9,nhiều
18459,1661,10,bạn
18460,1661,11,lại
18461,1661,12,chê
18462,1661,13,.
18463,1662,0,Mình
18464,1662,1,không
18465,1662,2,chơi
18466,1662,3,game
18467,1662,4,nên
18468,1662,5,như vậy
18469,1662,6,là
18470,1662,7,quá
18471,1662,8,Ok
18472,1662,9,rồi
18473,1662,10,.
18474,1663,0,Nhân viên
18475,1663,1,nhiệt tình
18476,1663,2,","
18477,1663,3,vui vẻ
18478,1663,4,.
18479,1664,0,Mới
18480,1664,1,mua
18481,1664,2,cách
18482,1664,3,đay
18483,1664,4,mấy
18484,1664,5,ngày
18485,1664,6,thật sự
18486,1664,7,rất
18487,1664,8,tệ
18488,1664,9,load
18489,1664,10,hình
18490,1664,11,quá
18491,1664,12,chậm
18492,1664,13,và
18493,1664,14,nhảy
18494,1664,15,màn
18495,1664,16,hinh
18496,1664,17,loa
18497,1664,18,nghe
18498,1664,19,nhạc
18499,1664,20,qua
18500,1664,21,nhỏ
18501,1665,0,Máy
18502,1665,1,dùng
18503,1665,2,tạm
18504,1665,3,được
18505,1665,4,.
18506,1666,0,Đang
18507,1666,1,dùng
18508,1666,2,quen
18509,1666,3,IP
18510,1666,4,sáng
18511,1666,5,máy
18512,1666,6,này
18513,1666,7,thì
18514,1666,8,ko
18515,1666,9,ưng
18516,1666,10,về
18517,1666,11,cảm ứng
18518,1666,12,và
18519,1666,13,chất lượng
18520,1666,14,video
18521,1666,15,.
18522,1667,0,Xem
18523,1667,1,nhiều
18524,1667,2,gây
18525,1667,3,nhức
18526,1667,4,mắt
18527,1667,5,.
18528,1668,0,Được cái
18529,1668,1,pin
18530,1668,2,khoẻ
18531,1668,3,.
18532,1669,0,Dùng
18533,1669,1,cả
18534,1669,2,buổi
18535,1669,3,sáng
18536,1669,4,hết
18537,1669,5,8%
18538,1669,6,.
18539,1670,0,Đánh giá
18540,1670,1,sau
18541,1670,2,1
18542,1670,3,năm
18543,1670,4,sử dụng
18544,1670,5,thì
18545,1670,6,:
18546,1671,0,-
18547,1671,1,chơi
18548,1671,2,game
18549,1671,3,cực
18550,1671,4,đã
18551,1671,5,vì
18552,1671,6,pin
18553,1671,7,trâu
18554,1671,8,+
18555,1671,9,sạc
18556,1671,10,nhanh
18557,1671,11,+
18558,1671,12,hiệu năng
18559,1671,13,tốt
18560,1672,0,-
18561,1672,1,chụp
18562,1672,2,ảnh
18563,1672,3,ở
18564,1672,4,mức
18565,1672,5,bình thường
18566,1672,6,đủ
18567,1672,7,dùng
18568,1672,8,để
18569,1672,9,làm việc
18570,1672,10,chứ
18571,1672,11,k
18572,1672,12,dùng
18573,1672,13,vào
18574,1672,14,việc
18575,1672,15,sống
18576,1672,16,ảo
18577,1672,17,hay
18578,1672,18,chụp
18579,1672,19,chuyên nghiệp
18580,1673,0,-
18581,1673,1,được
18582,1673,2,update
18583,1673,3,phần mềm
18584,1673,4,thường xuyên
18585,1674,0,-
18586,1674,1,nhược điểm
18587,1674,2,lớn
18588,1674,3,nhất
18589,1674,4,của
18590,1674,5,phần
18591,1674,6,thiết kế
18592,1674,7,là
18593,1674,8,camera
18594,1674,9,lồi
18595,1674,10,quá
18596,1674,11,nên
18597,1674,12,bị
18598,1674,13,xước
18599,1675,0,-
18600,1675,1,màn hình
18601,1675,2,siêu bền
18602,1675,3,với
18603,1675,4,gorillas
18604,1675,5,3
18605,1676,0,-
18606,1676,1,điều
18607,1676,2,ghét
18608,1676,3,nhất
18609,1676,4,ở
18610,1676,5,máy
18611,1676,6,này
18612,1676,7,đó
18613,1676,8,là
18614,1676,9,wifi
18615,1676,10,hay
18616,1676,11,bị
18617,1676,12,lag
18618,1677,0,Kết
18619,1677,1,:
18620,1677,2,đáng
18621,1677,3,mua
18622,1677,4,trong
18623,1677,5,tầm
18624,1677,6,giá
18625,1677,7,này
18626,1678,0,Máy
18627,1678,1,bỏ túi
18628,1678,2,hay
18629,1678,3,bị
18630,1678,4,chụp
18631,1678,5,màn hình
18632,1678,6,loạn
18633,1678,7,xì
18634,1678,8,ngầu
18635,1678,9,Máy
18636,1678,10,mới
18637,1678,11,nhưng
18638,1678,12,loa
18639,1678,13,rất
18640,1678,14,rè
18641,1678,15,Có
18642,1678,16,ai
18643,1678,17,bị
18644,1678,18,giống
18645,1678,19,mình
18646,1678,20,không
18647,1679,0,đừng
18648,1679,1,có
18649,1679,2,mua
18650,1679,3,nếu
18651,1679,4,ai
18652,1679,5,đó
18653,1679,6,đang
18654,1679,7,dự định
18655,1679,8,mua
18656,1679,9,.
18657,1680,0,sản phẩm
18658,1680,1,xài
18659,1680,2,1
18660,1680,3,","
18661,1680,4,2
18662,1680,5,tháng
18663,1680,6,có
18664,1680,7,dấu hiệu
18665,1680,8,đơ
18666,1680,9,máy
18667,1680,10,","
18668,1680,11,cảm ứng
18669,1680,12,lâu lâu
18670,1680,13,không
18671,1680,14,nhạy
18672,1680,15,.
18673,1681,0,nói chung
18674,1681,1,rất
18675,1681,2,thất vọng
18676,1681,3,khi
18677,1681,4,mua
18678,1681,5,.
18679,1682,0,nói
18680,1682,1,trước
18681,1682,2,kẻo
18682,1682,3,mốt
18683,1682,4,ôm
18684,1682,5,hận
18685,1682,6,.
18686,1683,0,Sóng sánh
18687,1683,1,kém
18688,1683,2,lắm
18689,1683,3,","
18690,1683,4,giữa
18691,1683,5,đất
18692,1683,6,thị trấn
18693,1683,7,mà
18694,1683,8,chỉ
18695,1683,9,đc
18696,1683,10,2-3
18697,1683,11,vạch
18698,1683,12,.
18699,1684,0,Wifi
18700,1684,1,vào
18701,1684,2,phòng
18702,1684,3,trong
18703,1684,4,cách
18704,1684,5,khoảng
18705,1684,6,5m
18706,1684,7,mà
18707,1684,8,bắt
18708,1684,9,đc
18709,1684,10,3
18710,1684,11,vạch
18711,1684,12,.
18712,1685,0,Đã
18713,1685,1,gửi
18714,1685,2,đi
18715,1685,3,hãng
18716,1685,4,thẩm định
18717,1685,5,.
18718,1686,0,Pin
18719,1686,1,qua
18720,1686,2,đêm
18721,1686,3,tắt
18722,1686,4,hết
18723,1686,5,ứng dụng
18724,1686,6,","
18725,1686,7,mạng
18726,1686,8,mà
18727,1686,9,sáng
18728,1686,10,dậy
18729,1686,11,tụt
18730,1686,12,12%
18731,1686,13,.
18732,1687,0,Chơi
18733,1687,1,liên quân
18734,1687,2,đôi khi
18735,1687,3,vẫn
18736,1687,4,bị
18737,1687,5,khựng
18738,1687,6,lại
18739,1687,7,chút
18740,1687,8,.
18741,1688,0,đc
18742,1688,1,cái
18743,1688,2,màn
18744,1688,3,nét
18745,1688,4,.
18746,1689,0,Mọi
18747,1689,1,thứ
18748,1689,2,đều
18749,1689,3,ổn
18750,1689,4,","
18751,1689,5,trừ
18752,1689,6,đánh thức
18753,1689,7,cảm ứng
18754,1689,8,màn hình
18755,1689,9,khi
18756,1689,10,lên
18757,1689,11,lúc
18758,1689,12,thì
18759,1689,13,không
18760,1689,14,..
18761,1689,15,phải
18762,1689,16,Sài
18763,1689,17,nút
18764,1689,18,bấm
18765,1689,19,nguồn
18766,1690,0,Huawei
18767,1690,1,P30
18768,1690,2,Lite
18769,1690,3,sẽ
18770,1690,4,sở hữu
18771,1690,5,màn hình
18772,1690,6,6
18773,1690,7,.
18774,1691,0,15
18775,1691,1,inch
18776,1691,2,độ phân giải
18777,1691,3,Full HD
18778,1691,4,+
18779,1691,5,với
18780,1691,6,phần
18781,1691,7,notch
18782,1691,8,kiểu
18783,1691,9,giọt
18784,1691,10,nước
18785,1691,11,","
18786,1691,12,tích hợp
18787,1691,13,chip
18788,1691,14,Kirin
18789,1691,15,710
18790,1691,16,","
18791,1691,17,viên
18792,1691,18,pin
18793,1691,19,dung lượng
18794,1691,20,3
18795,1691,21,.
18796,1692,0,240
18797,1692,1,mAh
18798,1692,2,(
18799,1692,3,hỗ trợ
18800,1692,4,sạc
18801,1692,5,nhanh
18802,1692,6,18W
18803,1692,7,)
18804,1692,8,và
18805,1692,9,được
18806,1692,10,trang bị
18807,1692,11,cụm
18808,1692,12,3
18809,1692,13,camera
18810,1692,14,20
18811,1692,15,+
18812,1692,16,16
18813,1692,17,+
18814,1692,18,2
18815,1692,19,MP
18816,1693,0,OK
18817,1693,1,tất
18818,1693,2,mỗi tội
18819,1693,3,loa
18820,1693,4,hơi
18821,1693,5,nhỏ
18822,1693,6,1
18823,1693,7,tí
18824,1693,8,và
18825,1693,9,màn hình
18826,1693,10,xem
18827,1693,11,phim
18828,1693,12,k
18829,1693,13,mỏi mắt
18830,1693,14,nhưng
18831,1693,15,hình ảnh
18832,1693,16,k
18833,1693,17,được
18834,1693,18,mượt
18835,1693,19,cho
18836,1693,20,lắm
18837,1693,21,.
18838,1694,0,Còn
18839,1694,1,chíp
18840,1694,2,thì
18841,1694,3,antutu
18842,1694,4,đc
18843,1694,5,288k
18844,1694,6,điểm
18845,1694,7,mạnh
18846,1694,8,.
18847,1695,0,Hơn
18848,1695,1,hẳn
18849,1695,2,730g
18850,1696,0,Mình
18851,1696,1,cảm thấy
18852,1696,2,oppo
18853,1696,3,ko
18854,1696,4,mượt
18855,1696,5,như
18856,1696,6,quảng cáo
18857,1696,7,","
18858,1696,8,máy
18859,1696,9,mình
18860,1696,10,sử dụng
18861,1696,11,bị
18862,1696,12,lỗi
18863,1696,13,ứng dụng
18864,1696,14,sau
18865,1696,15,15
18866,1696,16,ngày
18867,1696,17,và
18868,1696,18,phải
18869,1696,19,đổi
18870,1696,20,máy
18871,1696,21,khác
18872,1696,22,","
18873,1696,23,chụp
18874,1696,24,hình
18875,1696,25,mặt
18876,1696,26,như
18877,1696,27,bị
18878,1696,28,sưng
18879,1696,29,ko
18880,1696,30,đẹp
18881,1696,31,.
18882,1697,0,ko
18883,1697,1,đáng
18884,1697,2,bỏ
18885,1697,3,ra
18886,1697,4,gần
18887,1697,5,13
18888,1697,6,triệu
18889,1697,7,.
18890,1698,0,Tôi
18891,1698,1,rất
18892,1698,2,thích
18893,1698,3,sản phẩm
18894,1698,4,này
18895,1698,5,với
18896,1698,6,tâm
18897,1698,7,già
18898,1698,8,8990
18899,1698,9,khó
18900,1698,10,có
18901,1698,11,còn
18902,1698,12,nào
18903,1698,13,lại
18904,1698,14,nó
18905,1698,15,vẻ
18906,1698,16,ngoài
18907,1698,17,hình
18908,1698,18,lẫn
18909,1698,19,chức năng
18910,1699,0,Pin
18911,1699,1,tuột
18912,1699,2,hơi
18913,1699,3,bị
18914,1699,4,nhanh
18915,1699,5,đấy
18916,1699,6,.
18917,1700,0,Chỉ
18918,1700,1,lướt
18919,1700,2,fb
18920,1700,3,.
18921,1701,0,Bật
18922,1701,1,tiết kiệm
18923,1701,2,pin
18924,1701,3,mà
18925,1701,4,có
18926,1701,5,10p
18927,1701,6,từ
18928,1701,7,90
18929,1701,8,còn
18930,1701,9,84%
18931,1701,10,.
18932,1702,0,Cảm biến
18933,1702,1,vâng
18934,1702,2,tay
18935,1702,3,tạm
18936,1702,4,thôi
18937,1702,5,.
18938,1703,0,Chụp
18939,1703,1,hình
18940,1703,2,đẹp
18941,1703,3,.
18942,1704,0,Chỉ
18943,1704,1,k
18944,1704,2,hài lòng
18945,1704,3,về
18946,1704,4,pin
18947,1704,5,của
18948,1704,6,con
18949,1704,7,này
18950,1704,8,thôi
18951,1704,9,.
18952,1705,0,Bù
18953,1705,1,lại
18954,1705,2,sạc
18955,1705,3,nhanh
18956,1705,4,nên
18957,1705,5,cũng
18958,1705,6,đỡ
18959,1706,0,Cảm nhận
18960,1706,1,của
18961,1706,2,mình
18962,1706,3,khi
18963,1706,4,sử dụng
18964,1706,5,A70
18965,1706,6,thật sự
18966,1706,7,quá
18967,1706,8,tốt
18968,1706,9,mình
18969,1706,10,cũng
18970,1706,11,sợ
18971,1706,12,lỗi
18972,1706,13,này
18973,1706,14,nó
18974,1706,15,khi
18975,1706,16,tham
18976,1706,17,khảm
18977,1706,18,nhiều
18978,1706,19,ý kiến
18979,1706,20,nhưng
18980,1706,21,khi
18981,1706,22,mua
18982,1706,23,rồi
18983,1706,24,thật sự
18984,1706,25,không
18985,1706,26,có
18986,1706,27,gì
18987,1706,28,để
18988,1706,29,chê trách
18989,1706,30,pin
18990,1706,31,trâu
18991,1706,32,màn
18992,1706,33,đẹp
18993,1706,34,xem
18994,1706,35,phim
18995,1706,36,chơi
18996,1706,37,game
18997,1706,38,rất
18998,1706,39,thích
18999,1706,40,đặc biệt
19000,1706,41,viền
19001,1706,42,bezel
19002,1706,43,của
19003,1706,44,máy
19004,1706,45,rất
19005,1706,46,mỏng
19006,1706,47,ae
19007,1706,48,nào
19008,1706,49,còn
19009,1706,50,lăng
19010,1706,51,tăng
19011,1706,52,hay
19012,1706,53,vẫn
19013,1706,54,tham
19014,1706,55,khảm
19015,1706,56,thì
19016,1706,57,mình
19017,1706,58,nói
19018,1706,59,thật
19019,1706,60,nên
19020,1706,61,mua
19021,1706,62,mà
19022,1706,63,trải nghiệm
19023,1706,64,mới
19024,1706,65,biết
19025,1706,66,được
19026,1706,67,máy
19027,1706,68,như thế nào
19028,1706,69,đâu
19029,1706,70,phải
19030,1706,71,một
19031,1706,72,máy
19032,1706,73,lỗi
19033,1706,74,là
19034,1706,75,tất cả
19035,1706,76,đều
19036,1706,77,bị
19037,1706,78,lỗi
19038,1706,79,đâu
19039,1706,80,riêng
19040,1706,81,mình
19041,1706,82,đánh giá
19042,1706,83,e
19043,1706,84,này
19044,1706,85,rất
19045,1706,86,tốt
19046,1706,87,so
19047,1706,88,với
19048,1706,89,tầm
19049,1706,90,tiền
19050,1706,91,này
19051,1706,92,bỏ
19052,1706,93,ra
19053,1706,94,nhé
19054,1707,0,Máy
19055,1707,1,ok
19056,1707,2,.
19057,1708,0,Chỉ
19058,1708,1,có
19059,1708,2,hơi
19060,1708,3,thất vọng
19061,1708,4,về
19062,1708,5,pin
19063,1708,6,và
19064,1708,7,không
19065,1708,8,có
19066,1708,9,tấm
19067,1708,10,dán
19068,1708,11,màn
19069,1708,12,zin
19070,1708,13,","
19071,1708,14,dùng
19072,1708,15,tấm
19073,1708,16,dán
19074,1708,17,film
19075,1708,18,cảm giác
19076,1708,19,k
19077,1708,20,mượt
19078,1708,21,.
19079,1709,0,Thái độ
19080,1709,1,phục vụ
19081,1709,2,rất
19082,1709,3,tốt
19083,1709,4,.
19084,1710,0,Cho
19085,1710,1,4
19086,1710,2,*
19087,1711,0,Máy
19088,1711,1,mới
19089,1711,2,nghe
19090,1711,3,gọi
19091,1711,4,to
19092,1711,5,rõ
19093,1711,6,OK
19094,1711,7,.
19095,1712,0,Nhân viên
19096,1712,1,TGDD
19097,1712,2,rất
19098,1712,3,nhiệt tình
19099,1712,4,rất
19100,1712,5,thích
19101,1712,6,","
19102,1712,7,máy
19103,1712,8,tuy
19104,1712,9,nghệ
19105,1712,10,gọi
19106,1712,11,những
19107,1712,12,đây
19108,1712,13,đủ
19109,1712,14,chức năng
19110,1712,15,.
19111,1713,0,Nghe
19112,1713,1,nhạc
19113,1713,2,to
19114,1713,3,khá
19115,1713,4,hay
19116,1713,5,.
19117,1714,0,Máy
19118,1714,1,dùng
19119,1714,2,OK
19120,1714,3,pin
19121,1714,4,trâu
19122,1714,5,","
19123,1714,6,nhân viên
19124,1714,7,tư vấn
19125,1714,8,nhiệt tình
19126,1714,9,...
19127,1714,10,chất lượng
19128,1714,11,đúng
19129,1714,12,với
19130,1714,13,giá thành
19131,1714,14,","
19132,1715,0,QUÁ
19133,1715,1,NGON
19134,1715,2,MỌI
19135,1715,3,NGƯỜI
19136,1715,4,ƠI
19137,1715,5,.
19138,1716,0,ỦNG HỘ
19139,1716,1,BÁC
19140,1716,2,VƯỢNG
19141,1716,3,ĐI
19142,1716,4,NÀO
19143,1716,5,:v
19144,1716,6,","
19145,1716,7,pin
19146,1716,8,trâu
19147,1716,9,mượt mà
19148,1716,10,","
19149,1716,11,nhiều
19150,1716,12,tính năng
19151,1716,13,thú vị
19152,1716,14,","
19153,1716,15,đặc biệt
19154,1716,16,là
19155,1716,17,trả lời
19156,1716,18,tin
19157,1716,19,nhắn
19158,1716,20,nhanh
19159,1716,21,như
19160,1716,22,trên
19161,1716,23,wp
19162,1716,24,10
19163,1716,25,.
19164,1717,0,Dùng
19165,1717,1,được
19166,1717,2,3
19167,1717,3,ngày
19168,1717,4,","
19169,1717,5,mọi
19170,1717,6,trải nghiệm
19171,1717,7,tuyệt vời
19172,1717,8,","
19173,1717,9,pin
19174,1717,10,ổn
19175,1717,11,","
19176,1717,12,màn hình
19177,1717,13,rất
19178,1717,14,tốt
19179,1717,15,","
19180,1717,16,không
19181,1717,17,hề
19182,1717,18,xấu
19183,1717,19,hay
19184,1717,20,rổ
19185,1717,21,.
19186,1718,0,Duy nhất
19187,1718,1,khoảng
19188,1718,2,chụp
19189,1718,3,ảnh
19190,1718,4,xoá
19191,1718,5,phông
19192,1718,6,vật thể
19193,1718,7,làm
19194,1718,8,chưa
19195,1718,9,tốt
19196,1718,10,","
19197,1718,11,chắc
19198,1718,12,do
19199,1718,13,thiếu
19200,1718,14,camera
19201,1718,15,tele
19202,1719,0,Điện thoại
19203,1719,1,mọi
19204,1719,2,thứ
19205,1719,3,đều
19206,1719,4,ổn
19207,1719,5,","
19208,1719,6,chỉ
19209,1719,7,có
19210,1719,8,cảm biến
19211,1719,9,vân
19212,1719,10,tay
19213,1719,11,và
19214,1719,12,pin
19215,1719,13,hơi
19216,1719,14,tệ
19217,1719,15,so
19218,1719,16,với
19219,1719,17,giá
19220,1719,18,này
19221,1719,19,!
19222,1720,0,Ngày
19223,1720,1,đầu
19224,1720,2,mua
19225,1720,3,về
19226,1720,4,là
19227,1720,5,đã
19228,1720,6,bị
19229,1720,7,lỗi
19230,1720,8,...
19231,1721,0,mở
19232,1721,1,mạng
19233,1721,2,bị
19234,1721,3,đơ
19235,1721,4,","
19236,1722,0,@usernamet
19237,1722,1,hoặc
19238,1722,2,đang
19239,1722,3,xem
19240,1722,4,Youtube
19241,1722,5,FB
19242,1722,6,lướt
19243,1722,7,nhảy
19244,1722,8,out
19245,1722,9,là
19246,1722,10,ngoài
19247,1722,11,nhiều
19248,1722,12,lần
19249,1722,13,như vậy
19250,1722,14,",,"
19251,1722,15,ai
19252,1722,16,cũng
19253,1722,17,nói
19254,1722,18,màng
19255,1722,19,AMOLED
19256,1722,20,đẹp
19257,1722,21,thấy
19258,1722,22,chả
19259,1722,23,có
19260,1722,24,gì
19261,1722,25,là
19262,1722,26,đẹp
19263,1722,27,","
19264,1722,28,chụp
19265,1722,29,hình
19266,1722,30,thì
19267,1722,31,tệ
19268,1722,32,",,"
19269,1722,33,xấu
19270,1722,34,..
19271,1723,0,nhất là
19272,1723,1,gọi
19273,1723,2,video
19274,1723,3,",,,,"
19275,1723,4,(
19276,1723,5,thua
19277,1723,6,xa
19278,1723,7,con
19279,1723,8,Oppo
19280,1723,9,F7
19281,1723,10,nửa
19282,1723,11,)
19283,1723,12,ai
19284,1723,13,mà
19285,1723,14,mua
19286,1723,15,nhu cầu
19287,1723,16,chụp
19288,1723,17,hình
19289,1723,18,thì
19290,1723,19,đừng
19291,1723,20,mua
19292,1723,21,dòng
19293,1723,22,này
19294,1723,23,",,,"
19295,1723,24,",,"
19296,1723,25,bin
19297,1723,26,4015
19298,1723,27,cũng
19299,1723,28,như
