sent_idx,source_tokens,prediction_tokens,tag
3387,"['sao', 'like', 'nhiều', 'quá', 'vậy', 'đáng lẽ', 'diss', 'like', 'mới', 'đúng', 'chứ']","['sao', 'like', 'nhiều', 'quá', 'vậy', 'đáng lẽ', 'diss', 'like', 'mới', 'đúng', 'chứ']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3388,"['chỗ', 'tui', 'chưa', 'có', 'điện', 'nữa', 'mà', 'kế', 'bên', 'quốc lộ', '91', 'tỉnh', 'an giang', 'mới', 'chết', 'chứ', '.....']","['chỗ', 'tui', 'chưa', 'có', 'điện', 'nữa', 'mà', 'kế', 'bên', 'quốc lộ', '90', 'tỉnh', 'an giang', 'mới', 'chết', 'chứ', '.....']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O']"
3388,"['đất nước', 'có', 'thật', 'đang', 'phát triển', 'k', '....']","['đất nước', 'có', 'thật', 'đang', 'phát triển', 'không', '....']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O']"
3388,"['dốc', 'láo', 'riết', 'quen', '....']","['d<space>', 'láo', 'riết', 'quên', '....']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O']"
3389,"['dàn táo', 'năm', 'nay', 'làm', 'chương trình', 'táo quân', 'vi hành', 'nhé', 'mn', ',', 'phát sóng', '9h', 'tối', '23', 'tết', 'trên', 'vtv3', '<unk>']","['dà<space> táo', 'năm', 'nay', 'làm', 'chương trình', 'táo quân', 'vi hành', 'nhé', 'mọi người', ',', 'phát sóng', '9h', 'tối', '23', 'tết', 'trên', 'vtv3', '<unk>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3390,"['ói', 'hànggg', '=))']","['ói', 'hàng<space>', '=))']","['B-T', 'O', 'O']"
3391,"['kiểu', 'gì', 'antifan', 'cũng', 'bảo', 'ảnh', 'này', 'là', 'ghép']","['kiểu', 'gì', 'anti fan', 'cũng', 'bảo', 'ảnh', 'này', 'là', 'ghép']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3392,"['cười', 'mún', 'bò']","['cười', 'muốnn', 'bò']","['O', 'O', 'O']"
3393,"['thu', '3d', 'may', 'ma', 'sao', 'lon', 'qua']","['thứ', '3đ', 'may', 'mà', 'sao', 'lớn<space>', 'quá']","['O', 'B-T', 'O', 'O', 'B-T', 'I-T', 'O']"
3394,"['@username', 'cho', 'nghỉ', 'dài hạn', 'r', 'nha', '<unk>']","['@username', 'cho', 'nghỉ', 'dài hạn', 'rồi', 'nha', '<unk>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3395,"['kkkk', '...', 'iu', 'nhau', 'là', 'phải', 'có', 'đụ', '..']","['kkkk', '...', 'yêu', 'nhau', 'là', 'phải', 'có', 'đ<space>', '..']","['O', 'O', 'O', 'O', 'O', 'B-T']"
3396,"['thằng', '@username', 'nhiều', 'anti', 'nhờ', 'mấy', 'con', 'đóm', 'sâu bọ', 'đó', '.']","['thằng', '@username', 'nhiều', 'anti', 'nhờ', 'mấy', 'con', 'đóm', 'sâu bọ', 'đó', '.']","['B-T', 'I-T', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O', 'O', 'B-T', 'B-T', 'I-T', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O']"
3396,"['đọc', 'cmt', 'bcuoi', 'vl', '.']","['đọc', 'cmt', 'buồn cười<space>', 'vl', '.']","['B-T', 'I-T', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O', 'O', 'B-T', 'B-T', 'I-T', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O']"
3396,"['chúng mày', 'thấy', 'hay', 'thì', 'chúng mày', 'bảo', 'hay', '.']","['chúng mày', 'thấy', 'hay', 'thì', 'chúng mày', 'bảo', 'hay', '.']","['B-T', 'I-T', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O', 'O', 'B-T', 'B-T', 'I-T', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O']"
3396,"['bọn', 't', 'thấy', 'k', 'hay', 'thì', 'bảo', 'k', 'hay', '.']","['bọn', 'tôi', 'thấy', 'không', 'hay', 'thì', 'bảo', 'không', 'hay', '.']","['B-T', 'I-T', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O', 'O', 'B-T', 'B-T', 'I-T', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O']"
3396,"['cãi', 'đéo', 'đc', 'lại', 'bảo', 'nta', 'bán', 'ol', 'nên', 'tạo', 'phốt', '.']","['cãi', 'đéo', 'được<space>', 'lại', 'bảo', 'người ta', 'bán', 'o', 'nên', 'tạo', 'phốt', '.']","['B-T', 'I-T', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O', 'O', 'B-T', 'B-T', 'I-T', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O']"
3396,"['đéo', 'hiểu']","['đéo', 'hiểu']","['B-T', 'I-T', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O', 'O', 'B-T', 'B-T', 'I-T', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O']"
3397,"['@username', 'có', 'bà', 'ở', 'trong', 'đó', 'k', ':vv']","['@username', 'có', 'bà', 'ở', 'trong', 'đó', 'không', ':vv']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3398,"['@', '@username', 'giả', 'đầu', 'm', 't', 'sài', 'r', 'nha']","['@', '@username', 'giả', 'đầu', 'mày', 'tao', 'xài', 'rồi', 'nha']","['O', 'O', 'O', 'O', 'O', 'B-T', 'B-T', 'O', 'O', 'O']"
3399,"['xin', 'video', 'với', 'b']","['xin', 'video', 'với', 'bạn']","['O', 'O', 'O', 'O']"
3400,"['@usernamei', '@username', 'haha', 'nhớ', 'nha', '2', 'đứa']","['@username<space>', '@username', 'haha', 'nhớ', 'nha', '2', 'đứa']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3401,"['@username', 'bắt chước', 'nhạt', 'vl']","['@username', 'bắt chước', 'nhạt', 'vl']","['O', 'O', 'O', 'O', 'B-T', 'I-T']"
3402,"['bà', 'cũng', 'thiệt', 'tình', 'ge', 'giờ', 'chưa', 'có', 'cho', 'từ thiện', 'toàn', 'mấy', 'anh', 'mấy', 'chị', 'cho', 'không', 'ah']","['bà', 'cũng', 'thiệt', 'tình', 'ge', 'giờ', 'chưa', 'có', 'cho', 'từ thiện', 'toàn', 'mấy', 'anh', 'mấy', 'chị', 'cho', 'không', 'ạ']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3403,"['bọn', 'rẻ tiền', 'này', 'mà', 'nhà nước', 'muốn', 'đập', 'thì', 'chúng nó', 'chết', 'từ', 'vài', 'năm', 'trc', 'rồi']","['bọn', 'rẻ tiền', 'này', 'mà', 'nhà nước', 'muốn', 'đập', 'thì', 'chúng nó', 'chết', 'từ', 'vài', 'năm', 'trước<space>', 'rồi']","['B-T', 'I-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'B-T', 'I-T', 'B-T', 'O', 'O', 'O', 'O', 'O']"
3404,"['cô', '@username', 'dễ thương', 'quá', 'ạ', '=<unk>']","['cô', '@username', 'dễ thương', 'quá', 'ạ', '=<unk>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3405,"['chỉ', 'này', 'đẹp', 'va']","['chỉ', 'này', 'đẹp', 'và']","['O', 'O', 'O', 'O']"
3406,"['đánh', 'con mẹ', 'gì', 'trúng', '20k', ',', 'xao', 'lol', '<unk>']","['đánh', 'con mẹ', 'gì', 'trúng', '20k', ',', 'x<space>', 'lol', '<unk>']","['O', 'B-T', 'I-T', 'O', 'O', 'O', 'B-T', 'I-T', 'O']"
3407,"['@username', 'không', 'biết', 'nhục', 'mới', 'đi đạo', 'nhái', ',', 'những', 'thằng', 'fan', 'là', 'nhục', 'gấp', 'đôi', 'vì', 'hâm mộ', 'thằng', 'đạo', 'chất xám', 'của', 'ng', 'khác']","['@username', 'không', 'biết', 'nhục', 'mới', 'đi đạo', 'nhái', ',', 'những', 'thằng', 'fan', 'là', 'nhục', 'gấp', 'đôi', 'vì', 'hâm mộ', 'thằng', 'đạo', 'chất xỉ', 'của', 'người', 'khác']","['O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'B-T', 'I-T', 'O', 'B-T', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O']"
3408,"['vừa', 'nhận', 'đc', 'áo', 'thích', 'quá', 'chời']","['vừa', 'nhận', 'được<space>', 'áo', 'thích', 'quá', 'trời<space>']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
3409,"['cách ly', 'clg', 'nữa', '<unk>', 'loại', 'này', 'mang', 'thẳng', 'vào', 'nhà', 'hoả táng', 'mà', 'cách biệt', '!']","['cách ly', 'cái<space>', 'nữa', '<unk>', 'loại', 'này', 'mang', 'thẳng', 'vào', 'nhà', 'hoả táng', 'mà', 'cách biệt', '!']","['O', 'O', 'B-T', 'O', 'O', 'B-T', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T']"
3410,"['vkl', 'đúng', 'một', 'ổ', 'dlv', 'đang', 'thủ dâm', 'tinh thần', 'với', 'nhau', '.']","['vkl', 'đúng', 'một', 'ổ', 'diễn luyện', 'đang', 'thủ dâm', 'tinh thần', 'với', 'nhau', '.']","['B-T', 'O', 'O', 'B-T', 'I-T', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3410,"['tôi', 'ngưỡng mộ', 'a', 'phan', 'anh', 'quá', '.']","['tôi', 'ngưỡng mộ', 'anh', 'phần<space>', 'anh', 'quá', '.']","['B-T', 'O', 'O', 'B-T', 'I-T', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3410,"['còn', 'nhà nước', 'hả', '.']","['còn', 'nhà nước', 'hả', '.']","['B-T', 'O', 'O', 'B-T', 'I-T', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3410,"['một', 'nghìn', 'tôi', 'cũng', 'ko', 'đóng góp', '.']","['một', 'nghìn', 'tôi', 'cũng', 'không', 'đóng góp', '.']","['B-T', 'O', 'O', 'B-T', 'I-T', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3410,"['vì', 'tôi', 'quá', 'hiểu', 'bản chất', 'chính', 'quền', 'vn', 'rồi', '.']","['vì', 'tôi', 'quá', 'hiểu', 'bản chất', 'chính', 'qu<space><space>', 'việt nam', 'rồi', '.']","['B-T', 'O', 'O', 'B-T', 'I-T', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3411,"['có', 'link', 'facebook', 'không', 'bạn', '?']","['có', 'link', 'facebook', 'không', 'bạn', '?']","['O', 'O', 'O', 'O', 'O']"
3412,"['tao', 'ngại', 'phải', 'dùng', 'cái', 'từ', 'này', 'nhưng mà', 'ko', 'nói', 'ko', 'được', ':', ""'"", 'óc', 'chó', '""']","['tao', 'ngại', 'phải', 'dùng', 'cái', 'từ', 'này', 'nhưng mà', 'không', 'nói', 'không', 'được', ':', ""'"", 'óc', 'chó', '""']","['B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T']"
3413,"['cái', 'hàu', 'ob', 'này', 'có', 'dành', 'cho', 'trai', 'cong', 'như', 'mình', 'ko', 'nhỉ']","['cái', 'hàu', 'con', 'này', 'có', 'dành', 'cho', 'trai', 'côngng', 'như', 'mình', 'không', 'nhỉ']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3414,"['lũ', 'bất tài', ',', 'vô dụng', ',', 'học hành', 'không', 'lo', ',', 'lo', 'ăn chơi', ',', 'lười biếng', 'xong', 'đổ', 'cho', '""', 'xã hội', 'đổ nát', ',', 'nhà nước', 'vô dụng', '""', '....']","['lũ', 'bất tài', ',', 'vô dụng', ',', 'học hành', 'không', 'lo', ',', 'lo', 'ăn chơi', ',', 'lười biếng', 'xong', 'đổ', 'cho', '""', 'xã hội', 'đổ nát', ',', 'nhà nước', 'vô dụng', '""', '....']","['B-T', 'I-T', 'I-T', 'B-T', 'I-T', 'B-T', 'I-T', 'I-T', 'I-T', 'B-T', 'I-T', 'I-T', 'B-T', 'I-T', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'B-T', 'I-T', 'O', 'B-T', 'I-T', 'O', 'O']"
3414,"['xin lỗi', 'chứ', 'một', 'chục', 'cái nước', 'mĩ', 'cũng', 'chả', 'gánh', 'nổi', 'đám', 'phá', 'của', 'tụi', 'mày', 'đâu', ':/']","['xin lỗi', 'chứ', 'một', 'chục', 'cái nước', 'mĩ', 'cũng', 'chả', 'gánh', 'nổi', 'đám', 'phá', 'của', 'tụi', 'mày', 'đâu', ': /']","['B-T', 'I-T', 'I-T', 'B-T', 'I-T', 'B-T', 'I-T', 'I-T', 'I-T', 'B-T', 'I-T', 'I-T', 'B-T', 'I-T', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'B-T', 'I-T', 'O', 'B-T', 'I-T', 'O', 'O']"
3415,"['đéo', 'chấp', 'loại', 'này', 'vì', 'nói', 'gì', 'nó', 'cũng', 'vậy', 'thôi', ',', 'ae', 'kệ', 'nó', 'đi', ',', 'chắc', 'nó', 'là', 'bảo vệ', 'ở', 'đó', 'đó', '<unk>']","['đéo', 'chấp', 'loại', 'này', 'vì', 'nói', 'gì', 'nó', 'cũng', 'vậy', 'thôi', ',', 'anh em', 'kệ', 'nó', 'đi', ',', 'chắc', 'nó', 'là', 'bảo vệ', 'ở', 'đó', 'đó', '<unk>']","['B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3416,"['đéo', 'phải', 'là', 'ngu', 'mà', 'là', '1', 'lũ', 'tham quan ô lại']","['đéo', 'phải', 'là', 'ngu', 'mà', 'là', '1', 'lũ', 'tham quan ông lại']","['B-T', 'O', 'O', 'B-T', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'I-T']"
3417,"['người', 'ta', 'nói', 'đúng', 'sự thật', 'mà', 'sao', 'cứ', 'bảo', 'là', 'nói xấu', '?', 'quan chức', 'chế độ', 'này', 'có', 'tên', 'nào', 'tốt đẹp', 'đâu', 'mà', 'bảo', 'người', 'ta', 'nói', 'tốt', '?']","['người', 'ta', 'nói', 'đúng', 'sự thật', 'mà', 'sao', 'cứ', 'bảo', 'là', 'nói xấu', '?', 'quan chức', 'chế độ', 'này', 'có', 'tên', 'nào', 'tốt đẹp', 'đâu', 'mà', 'bảo', 'người', 'ta', 'nói', 'tốt', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3418,"['mua', 'giày', 'sốp', 'pe', 'để', 'đc', 'giá', 'mềm', 'nhé', '<unk>']","['mua', 'giày', 'sốp', 'bé', 'để', 'được<space>', 'giá', 'mềm', 'nhé', '<unk>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3419,['ccc'],['ccc'],['B-T']
3420,"['tự', 'bóp', 'cu', 'chết', 'nhé']","['tự', 'bóp', 'cứ', 'chết', 'nhé']","['O', 'B-T', 'I-T', 'B-T', 'O']"
3421,"['bon', 'comcom', 'đơn vị', 'tác chiến', 'điện tử', 'vs', 'nhật ký', 'yêu', 'nước', 'dm', 'chúng mày', 'vào', 'mà', 'đọc', 'tưởng', 'ai', 'cũng', 'như', 'chúng mày', 'hết', 'đấy']","['bọn', 'comcom', 'đơn vị', 'tác chiến', 'điện tử', 'với', 'nhật ký', 'yêu', 'nước', 'đm', 'chúng mày', 'vào', 'mà', 'đọc', 'tưởng', 'ai', 'cũng', 'như', 'chúng mày', 'hết', 'đấy']","['B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O']"
3422,"['vvvbgfggff nshsbbsna', '@username', 'hiếu', 'lộc', 'tài', '(', 'bảy', 'miếng', 'đất', ')']","['vvvbg<space><space><space> nhưngshsbbsna', '@username', 'hiếu', 'lộc', 'tài', '(', 'bảy', 'miếng', 'đất', ')']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3423,"['nhìn', 'xấu', 'vãi', 'nhìn', 'cái', 'mặt', 'vẫn', 'còn', 'dẫn', 'og', 'đi', 'phẫu thuật', 'rồi', 'gì', 'còn', 'xấu', 'còn', 'như', 'đàn', 'og']","['nhìn', 'xấu', 'vãi', 'nhìn', 'cái', 'mặt', 'vẫn', 'còn', 'dẫn', 'ông', 'đi', 'phẫu thuật', 'rồi', 'gì', 'còn', 'xấu', 'còn', 'như', 'đàn', 'ông']","['O', 'B-T', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'I-T']"
3424,"['kịp', 'bắt', 'trend', 'biểu', 'tưởng', 'hạnh phúc', '<unk>']","['kịp', 'bắt', 'trend', 'biểu', 'tưởng', 'hạnh phúc', '<unk>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3425,"['có', 'hình', 'đăng', 'lên', 'đi', 'nói', 'không', 'ai', 'biết', 'được']","['có', 'hình', 'đăng', 'lên', 'đi', 'nói', 'không', 'ai', 'biết', 'được']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3426,"['mat', 'day', 'qua', 'bac', 'ky', 'lam', 'gi', 'den', 'linh', 'dien', 'ma', 'dam', 'chui', 'tat', 'ca', 'bac', 'ky', 'nhu', 'vay']","['mất', 'dạy', 'qua', 'bác', 'ký', 'làm gì', 'gì', 'đến', 'linh', 'điên<space>', 'mà', 'dám', 'chui', 'tất', 'cả', 'bác', 'ký', 'như', 'vậy']","['B-T', 'I-T', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'B-T', 'O', 'O', 'B-T', 'I-T', 'O', 'O']"
3427,"['@username', 'được', 'bạn', 'ơi']","['@username', 'được', 'bạn', 'ơi']","['O', 'O', 'O', 'O', 'O', 'O']"
3428,"['tủn', '3k', 'nghe', 'nói', 'xạo', 'lồn', 'quá', 'tr']","['tủn', '3k', 'nghe', 'nói', 'xạo', 'lồn', 'quá', 'trời']","['O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O']"
3429,"['@username', 'ủn', '<unk><unk>', 'chắc', 'ai', 'đó', 'sẽ', 'cần', '<unk> <unk> <unk>']","['@username', 'ổn', '<unk><unk>', 'chắc', 'ai', 'đó', 'sẽ', 'cần', '<unk> <unk> <unk>']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3430,"['đáng', 'nhẽ', 'm', 'k', 'nên', 'về', 'nước', '<unk>']","['đáng', 'nhẽ', 'mày', 'không', 'nên', 'về', 'nước', '<unk>']","['O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O']"
3431,"['đcm', 'cmt', 'tục', 'vkl', '<unk>', '<unk>', '.']","['đcm', 'cmt', 'tục', 'vkl', '<unk>', '<unk>', '.']","['B-T', 'O', 'B-T', 'B-T']"
3432,"['(', 'y', ')', 'page', 'này', 'ad', 'nó', 'kiến thức', 'uyên', 'sâu', 'lắm', 'từ', 'xây dựng', 'tài chính', 'y tế', 'cái', 'j', 'n', 'cũng', 'am hiểu', '=<unk>', 'ngu dốt', '+', 'nhiệt tình', '=', 'phá hoại', 'k', 'sai', 'bh']","['(', 'ý', ')', 'page', 'này', 'ad', 'nó', 'kiến thức', 'uyên', 'sâu', 'lắm', 'từ', 'xây dựng', 'tài chính', 'y tế', 'cái', 'gì', 'nó', 'cũng', 'âm hiểu', '=<unk>', 'ngu d<space>', '+', 'nhiệt tình', '=', 'phá hoại', 'không', 'sai', 'bh']","['O', 'O', 'O', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'O', 'O', 'O']"
3433,"['chết', 'con', 'đỉ', 'mẹ', 'thầy', 'rồi', '@username', 'ơi']","['chết', 'con', 'đ<space>', 'mẹ', 'thầy', 'rồi', '@username', 'ơi']","['B-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O', 'O', 'O']"
3434,"['@username', 'muôn', 'nơi', '<unk>']","['@username', 'muôn', 'nơi', '<unk>']","['O', 'O', 'O', 'O']"
3435,"['lủ', 'vc', 'đcs', 'cũng', 'là', 'một', 'bịnh', 'thần kinh', 'ác hiểm', 'cho', 'dân tộc', 'vn', '!']","['lủ', 'vc', 'đ học', 'cũng', 'là', 'một', 'bệnh<space>', 'thần kinh', 'ác hiểm', 'cho', 'dân tộc', 'việt nam', '!']","['B-T', 'O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O', 'O', 'O']"
3436,"['mv', 'này', 'chất', 'hơn', 'thì', 'đéo', 'xem']","['mv', 'này', 'chất', 'hơn', 'thì', 'đéo', 'xem']","['O', 'O', 'O', 'O', 'O', 'B-T', 'O']"
3437,"['@username', 'tôi', 'toàn', 'nghe', 'nhạc', 'của', '@username', '!', '@username', '!', 'nghe', 'mấy', 'bài', 'này', 'ko', 'thấm', 'nổi']","['@username', 'tôi', 'toàn', 'nghe', 'nhạc', 'của', '@username', '!', '@username', '!', 'nghe', 'mấy', 'bài', 'này', 'không', 'thấm', 'nổi']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3438,"['bán', 'rẻ', 'tổ quốc']","['bán', 'rẻ', 'tổ quốc']","['B-T', 'I-T', 'I-T', 'I-T']"
3439,"['cái', 'mặt', 'con', 'này', 'đi', 'lượm', 'bao cao su', 'của', 'cháu', 'nó', 'uống', 'nè']","['cái', 'mặt', 'con', 'này', 'đi', 'lượm', 'bao cao su', 'của', 'cháu', 'nó', 'uống', 'nè']","['B-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'B-T', 'I-T', 'I-T', 'O', 'O', 'B-T', 'O', 'O']"
3440,"['@username', 'sao', 'lo', 'mong', 'nhà', 'mày', 'chết', 'bớt', '1', 'ngày', 'đi', 'mà', 'rủa', 'người', 'ta', 'chết', 'vậy', 'óc']","['@username', 'sao', 'lo', 'mong', 'nhà', 'mày', 'chết', 'bớt', '1', 'ngày', 'đi', 'mà', 'rủ<space>', 'người', 'ta', 'chết', 'vậy', 'óc']","['O', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'I-T', 'O', 'O', 'O', 'O', 'B-T', 'I-T', 'I-T', 'I-T', 'O', 'B-T']"
3441,"['nói', 'bậy', 'tượng', 'hay']","['nói', 'bậy', 'tượng', 'hay']","['O', 'B-T', 'O', 'O']"
3442,"['@username', 'ê', ',', 'biểu tượng', 'cl', 'của', 'm', 'thành', 'trend', 'bên', 'hàn quốc', 'luôn', 'r', 'kìa', '..']","['@username', 'ê', ',', 'biểu tượng', 'cl', 'của', 'mày', 'thành', 'trend', 'bên', 'hàn quốc', 'luôn', 'rồi', 'kìa', '..']","['O', 'O', 'O', 'O', 'O', 'B-T', 'O', 'B-T', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
